Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP31620050,230066006,Montgomery County Police,Property Damage Crash,11/13/2023 07:40:00 AM,Interstate (State),CAPITAL BELTWAY,EXIT #34,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,EEE5C310-8C49-4672-8568-ACFD7CE206EC,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,AL,A1C543D1-E624-4771-AF32-336CBB2C601E,FUNCTIONAL,TWELVE OCLOCK,VAN,SLOWING OR STOPPING,West,55,No,No,2023,FORD,TRANSIT,39.01710667,-77.09958,(39.01710667 -77.09958)
DM85040019,230054974,Takoma Park Police Depart,Property Damage Crash,09/15/2023 06:30:00 AM,Maryland (State),NEW HAMPSHIRE AVE,KENTLAND AVE,,TAKOMA PARK,,OTHER,CLEAR,DRY,DAWN,NO CONTROLS,N/A,,3743E280-6A22-4B57-89C6-6ADB8139C8E7,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,DE750879-FB81-4BFD-A6F7-C9EE1D798F67,SUPERFICIAL,NINE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35,No,No,2016,TOYT,4S,38.97689855,-76.99243469,(38.97689855 -76.99243469)
MCP22910073,230057378,Montgomery County Police,Property Damage Crash,09/28/2023 07:42:00 PM,Maryland (State),RIVER RD,NEWBRIDGE DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,9906CC32-177B-42CD-8023-6702E9E34CAD,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8D256079-9438-4D95-94BB-1DE59E4D0EA7,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2013,VOLKSWAGON,PASSAT,39.011359,-77.198987,(39.011359 -77.198987)
MCP3334001Y,230066075,Montgomery County Police,Property Damage Crash,11/13/2023 12:34:00 PM,County,DENNIS AVE,DOUGLAS AVE,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,76AB41C5-8C3E-4ACF-A5C1-D20B06DE39B3,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,D37B9694-D664-4962-8783-624C00BFA978,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,North,50,No,No,2013,NISS,SEN,39.02512,-77.04748,(39.02512 -77.04748)
MCP3353001S,230062178,Montgomery County Police,Injury Crash,10/23/2023 05:13:00 PM,County,E GUDE DR,SOUTHLAWN LA,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,ALCOHOL CONTRIBUTED,,4572D286-D5D0-435B-81F3-3D1F43C086D0,Yes,POSSIBLE INJURY,N/A,OTHER DISTRACTION,DC,B1580373-7780-43D2-8CC6-D0A0544664D4,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2008,CHEVROLET,SILVERADO,39.09778933,-77.13714833,(39.09778933 -77.13714833)
MCP31230068,230052129,Montgomery County Police,Injury Crash,08/30/2023 06:58:00 AM,Maryland (State),DARNESTOWN RD,JONES LA,,N/A,,SAME DIR REAR END,CLOUDY,DRY,OTHER,N/A,N/A,,3AEB76FD-B0E2-4DA9-8939-9B6E10682565,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,7021B18B-0B8E-424C-8A54-69E9B88E76AD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,40,No,No,2013,HYUNDAI,SONATA,39.11371152,-77.26803315,(39.11371152 -77.26803315)
EJ7898001S,230068053,Gaithersburg Police Depar,Property Damage Crash,11/24/2023 11:40:00 AM,Municipality,SAYBROOKE OAKS BLVD,SAYBROOKE VIEW DR,,GAITHERSBURG,,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,2C711E2D-17D7-4535-A61B-85EE2E3F9E9C,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E909BD08-3383-4A4E-B827-93C7CD0C5FAE,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2023,TOYT,UT,39.14973867,-77.17579598,(39.14973867 -77.17579598)
MCP2339008P,230055978,Montgomery County Police,Property Damage Crash,09/20/2023 06:10:00 PM,County,PARKLAWN DR,WILKINS AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,,48EEC88D-E4EB-4C15-AC8C-BACE8EC1AE77,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,84E6A1BC-2319-4D7C-BAA6-20D1D6853517,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,No,No,2014,MERCEDES,E350,39.06043817,-77.1117805,(39.06043817 -77.1117805)
MCP13780160,230059912,Montgomery County Police,Injury Crash,10/11/2023 04:31:00 PM,County,LOCKWOOD DR,HEATHER HOLLOW CIR,,N/A,,OTHER,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,582941F5-3193-4616-B7E1-B4736B2A5CCB,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,77D20EC7-AFF9-4DC0-BA69-6F24606B5D12,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,25,No,No,2015,TOYOTA,COROLLA,39.041318,-76.98480083,(39.041318 -76.98480083)
MCP289200CZ,220045583,Montgomery County Police,Property Damage Crash,10/17/2022 04:47:00 PM,Maryland (State),UNIVERSITY BLVD E,COLESVILLE RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,UNKNOWN,,592205DE-BCF0-4A60-81EF-DF0984BBB154,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,5398C0C0-2650-4727-A471-DA4342CDF253,SUPERFICIAL,EIGHT OCLOCK,TRANSIT BUS,CHANGING LANES,East,35,No,No,2013,NWFL,XDE,39.02029603,-77.01266248,(39.02029603 -77.01266248)
MCP2965007M,230060222,Montgomery County Police,Injury Crash,10/13/2023 07:15:00 AM,County,RANDOLPH RD,MIDDLEVALE LA,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,997B4C48-1452-4F8E-AE6F-76C571E3718C,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C81E377A-C495-4ABE-B8B8-F96833ED40FF,UNKNOWN,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,East,35,No,No,2020,NISSAN,4S,39.06400796,-77.03934728,(39.06400796 -77.03934728)
DM8451001S,180057201,Takoma Park Police Depart,Property Damage Crash,11/14/2018 07:40:00 PM,,,,PARKING LOT OF 8210 ROANOKE AVE,,,OTHER,CLEAR,,DARK LIGHTS ON,N/A,N/A,,0A8F9228-612D-4AC2-8EAD-1482C1A8DAD5,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,6565026B-F989-4695-B243-0C328A98DC80,SUPERFICIAL,SIX OCLOCK,UNKNOWN,BACKING,West,10,No,No,0,UNKNOWN,UNKNOWN,38.98137517,-77.01054533,(38.98137517 -77.01054533)
MCP3334001S,230061837,Montgomery County Police,Property Damage Crash,10/21/2023 03:15:00 PM,County,FENTON ST,ELLSWORTH DR,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,FB2E06BE-75D6-47A5-8A5B-CF421CA042FB,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1BF6729B-44DB-425B-8A97-E8947EBC03FC,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2017,HONDA,SD,38.99671,-77.02531,(38.99671 -77.02531)
MCP9432003X,230054882,Montgomery County Police,Property Damage Crash,09/14/2023 04:20:00 PM,County,WAYNE AVE,CEDAR ST,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B63E48EB-CCF2-4276-8FE8-0BB360DBDF3E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,76458B0D-C056-40AE-A544-E126B60C8BD4,SUPERFICIAL,THREE OCLOCK,TRANSIT BUS,MAKING RIGHT TURN,East,30,No,No,2012,GILL,HY,38.99724217,-77.0218385,(38.99724217 -77.0218385)
MCP2881005M,230046785,Montgomery County Police,Injury Crash,07/29/2023 11:50:00 AM,Maryland (State),FREDERICK RD,BLUNT RD,,N/A,,ANGLE MEETS RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E56C5000-C1A6-4EB2-8481-BC0CB2490A80,Yes,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,E14E8829-0A3F-40E3-927C-71EE94E5254C,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,20,No,No,2014,VOLK,TIGUAN,39.18022333,-77.23849333,(39.18022333 -77.23849333)
MCP28980046,230058555,Montgomery County Police,Injury Crash,10/04/2023 06:23:00 PM,Other Public Roadway,OBSERVATION DR,GERMANTOWN RD,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,54BA7FAC-67BC-43B4-B247-F7D0912145D5,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,B726ABE1-9D34-4968-8A49-C931B1C83C43,SUPERFICIAL,ONE OCLOCK,SNOWMOBILE,MAKING RIGHT TURN,East,30,No,No,2017,HYUN,UT,39.19080667,-77.24775667,(39.19080667 -77.24775667)
MCP2686006S,230071736,Montgomery County Police,Property Damage Crash,12/14/2023 03:04:00 PM,Other Public Roadway,SHAWNEE LA,GATEWAY CENTER DR,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,N/A,,6FB1334C-AA12-48CC-A87B-06F5C1F71018,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,C6EBD187-3911-4E01-8651-CDB0EE382DFA,UNKNOWN,TWO OCLOCK,,MOVING CONSTANT SPEED,East,35,No,No,0,UNKNOWN,UNKNOWN,39.22554117,-77.2755655,(39.22554117 -77.2755655)
MCP32090046,230033302,Montgomery County Police,Injury Crash,07/13/2023 12:26:00 AM,County,STEWART LA,COLUMBIA PIKE,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,FAAF1683-B6C1-4320-BB33-2A09F8B7F782,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,DC,511D496A-211D-4BF4-9123-AC5A5AF1E2BA,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,55,No,No,2017,TOYOTA,CAMRY,39.0464,-76.986862,(39.0464 -76.986862)
MCP2345000T,220056330,Montgomery County Police,Property Damage Crash,12/20/2022 12:00:00 AM,Maryland (State),FALLS RD,VICTORY LA,,N/A,,OTHER,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,,0815D5E8-E54A-4DFB-A668-B8966A5C2D43,Yes,NO APPARENT INJURY,N/A,OTHER DISTRACTION,MD,FFAF53F5-0DE8-4431-93CF-B1C7F859CBB1,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2022,LEXUS,UNK,39.05274355,-77.18460401,(39.05274355 -77.18460401)
MCP2286005B,230049262,Montgomery County Police,Injury Crash,08/13/2023 03:15:00 PM,Maryland (State),FREDERICK RD,W GUDE DR,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,28BF5301-EBAC-4C09-AFB7-5023B3121F44,Yes,POSSIBLE INJURY,N/A,LOOKED BUT DID NOT SEE,MD,101C06FE-606B-4E76-9464-8256CCEF1A4B,FUNCTIONAL,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,South,40,No,No,2009,HONDA,CRV,39.10639517,-77.15849067,(39.10639517 -77.15849067)
MCP913000GW,230058038,Montgomery County Police,Property Damage Crash,10/02/2023 12:11:00 PM,US (State),COLUMBIA PIKE,ENT TO BUSINESS,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0519CDD5-1E01-4F37-9717-8690C874F68F,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,9FD98437-FDA4-4A3B-B6F3-B865682A2C88,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,1997,MERCEDES,E420,39.0311351,-77.00481903,(39.0311351 -77.00481903)
MCP2671003K,230056367,Montgomery County Police,Property Damage Crash,09/22/2023 07:30:00 PM,Maryland (State),GEORGIA AVE,FOREST GLEN RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,6EFAE66E-0A20-4AB8-A1B7-75E3DB0E29A1,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,01C90E09-1E50-4B5F-B12B-BC3A97E065B7,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,30,No,No,2018,HONDA,ACCORD,39.01631748,-77.04298968,(39.01631748 -77.04298968)
MCP3201004C,230035036,Montgomery County Police,Property Damage Crash,07/23/2023 12:10:00 PM,County,CRYSTAL ROCK DR,WATERS LANDING DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,637D8107-0381-4B8D-848A-B4A93B4D53CE,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,4406AA84-07F8-45F4-88A2-09AD89AC9AAF,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,East,40,No,No,2016,KIA,SW,39.19014917,-77.26676583,(39.19014917 -77.26676583)
MCP21210031,230070402,Montgomery County Police,Property Damage Crash,12/07/2023 12:53:00 PM,Maryland (State),DICKERSON RD,MOUTH OF MONOCACY RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,B2111EB0-8BC6-455C-9E4B-8939905FBB57,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,3887FEBA-0EBA-4FB9-A66D-0E9070B6B750,DESTROYED,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,30,No,No,2022,ACURA,MDX,39.22465033,-77.426384,(39.22465033 -77.426384)
MCP291400F6,230059993,Montgomery County Police,Injury Crash,10/12/2023 03:40:00 AM,US (State),COLESVILLE RD,FRANKLIN AVE,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,N/A,ALCOHOL PRESENT,,2A7C0419-CC15-48CB-89D1-58323607D6A4,Yes,SUSPECTED SERIOUS INJURY,N/A,NOT DISTRACTED,MD,FA20C13B-CCF7-4CD5-9AC2-094BBE6C1E23,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,NEGOTIATING A CURVE,North,35,No,No,2022,CHEVY,CAMARO,39.00945337,-77.01772396,(39.00945337 -77.01772396)
MCP12130083,230052519,Montgomery County Police,Injury Crash,08/31/2023 09:44:00 PM,County,RANDOLPH RD,LOCKSLEY LA,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,E9896E6F-A53A-4DB7-8C50-9D48E0198300,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,XX,3FC0F54D-F3E6-4494-91BA-BB054A7DF9BF,DISABLING,FIVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,40,No,No,2012,TOYOTA,PRIUS,39.07161333,-77.01143,(39.07161333 -77.01143)
MCP31920042,230047509,Montgomery County Police,Property Damage Crash,08/02/2023 06:26:00 PM,Maryland (State),GEORGIA AVE,ARCOLA AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,65142CE6-90D5-49D2-9BFF-8C6B73C83C67,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,4BA0B54A-9B89-41A6-961E-0DFE018608B9,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,35,No,No,2008,INFI,2D,39.0478,-77.0518,(39.0478 -77.0518)
MCP31920045,230052269,Montgomery County Police,Injury Crash,08/30/2023 04:32:00 PM,Maryland (State),VEIRS MILL RD,PENDLETON DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,1F335B15-02F3-47CB-939C-48A00AAF8603,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,BB1C5178-C380-4085-8ABC-80FEFBB050BD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,35,No,No,2017,VOLK,PASSAT,39.04712769,-77.0671052,(39.04712769 -77.0671052)
MCP3154000L,180048713,Montgomery County Police,Injury Crash,09/29/2018 03:37:00 PM,Maryland (State),GREAT SENECA HWY,MATENY RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,39F9F93E-5E80-48FA-8157-D6E3EA5FE803,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,40393052-84AE-4148-B719-97313EE0A0D3,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,45,No,No,2006,HONDA,CIVIC,39.146285,-77.27468667,(39.146285 -77.27468667)
MCP209400HS,210041754,Montgomery County Police,Injury Crash,10/18/2021 08:55:00 AM,Other Public Roadway,MONTROSE PKWY,E JEFFERSON ST,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,6B3F5C08-EC8A-4952-9950-277F181E91A3,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,B4BF00A4-97B5-4E66-A5E7-92EF26032DC8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40,No,No,2008,TOYOTA,CELARIS,39.05087,-77.12613167,(39.05087 -77.12613167)
MCP13780153,230046613,Montgomery County Police,Property Damage Crash,07/28/2023 10:48:00 AM,Maryland (State),RIDGE RD,HOLSEY RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3D849AF2-2175-469D-8C6A-F85042D7C6A4,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,61AC61FB-9A40-4129-B94B-3940B30C10B7,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,40,No,No,2022,HYUN,ELANTRA,39.311659,-77.19804367,(39.311659 -77.19804367)
MCP2946005R,230048868,Montgomery County Police,Injury Crash,08/11/2023 08:26:00 AM,County,STRINGTOWN RD,ST CLAIR RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,F26089DC-86FC-4939-B29C-6327399A001F,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6E3DE8EA-3D30-48D4-8D18-521D446E9311,DISABLING,EIGHT OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35,No,No,2012,HYUNDAI,ELANTRA,39.23918517,-77.273495,(39.23918517 -77.273495)
MCP30530070,230067971,Montgomery County Police,Injury Crash,11/27/2023 05:01:00 PM,Maryland (State),CONNECTICUT AVE,RANDOLPH RD,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,N/A,,FF412C84-0936-481F-BDDC-1261D2818466,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,774F094A-434F-4335-8B6B-875A0E235688,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2013,SUBA,SD2024,39.05729954,-77.07320493,(39.05729954 -77.07320493)
MCP2586006P,230056541,Montgomery County Police,Property Damage Crash,09/23/2023 08:52:00 PM,Maryland (State),GERMANTOWN RD,AIRCRAFT DR,,N/A,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,4928EFC1-5AE8-48F1-9D77-AAA94B2D254D,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,26F830D1-588C-42BA-8633-83FB1E51AA42,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2018,HYUNDAI,SONOTA,39.18111458,-77.26239675,(39.18111458 -77.26239675)
MCP3123006F,230064035,Montgomery County Police,Property Damage Crash,11/02/2023 05:40:00 PM,Maryland (State),FIRST ST,BALTIMORE RD,,ROCKVILLE,,SAME DIR REAR END,CLEAR,DRY,DUSK,N/A,NONE DETECTED,,8BDFFD46-CCD1-4823-A22F-0F68037D7638,Yes,NO APPARENT INJURY,N/A,INATTENTIVE OR LOST IN THOUGHT,DC,DDD8D08B-A270-4A15-8C4E-DB8C8909CFD2,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25,No,No,2013,MAZDA,CX-5,39.08329707,-77.13664795,(39.08329707 -77.13664795)
EJ7895004C,230054455,Gaithersburg Police Depar,Property Damage Crash,09/12/2023 01:30:00 PM,Municipality,ODENDHAL AVE,RUSSELL AVE,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A8262995-FBF5-45E4-A07C-B31A126CD24A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A568A906-80A5-4E27-973B-964F16FC95A8,DISABLING,TEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,South,35,No,No,2019,NISSAN,MAXIMA,39.15050667,-77.20411047,(39.15050667 -77.20411047)
MCP3197003V,230070260,Montgomery County Police,Property Damage Crash,12/06/2023 05:53:00 PM,County,BEL PRE RD,LAYHILL RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,1B5BFF16-7668-40C3-9B7D-ECBF14E2E8C8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,C5ADFE06-1E25-4135-8F3B-27715D2F0714,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,35,No,No,2017,FORD,ESCAPE,39.09012167,-77.04489,(39.09012167 -77.04489)
MCP1554003L,180049283,Montgomery County Police,Property Damage Crash,10/02/2018 04:58:00 PM,County,SHADY GROVE RD,CRABBS BRANCH WAY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A3728EBF-219B-4F81-A68D-718D2D851B39,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,0C426D58-C777-479C-B360-69E0406E51A5,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,45,No,No,2018,HYUN,SONATA 4DR,39.12876333,-77.16664167,(39.12876333 -77.16664167)
MCP2905005R,230052646,Montgomery County Police,Injury Crash,09/01/2023 01:48:00 PM,County,WILLARD AVE,SHOEMAKER FARM LA,,FRIENDSHIP HEIGHTS,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,N/A,N/A,,E5152494-6DE3-49C5-9F77-7100923E7041,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,E13EF17F-97FD-4D1F-995A-61477D6F2E59,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2022,TOYT,RAV4,38.962325,-77.09168167,(38.962325 -77.09168167)
MCP24370054,230054891,Montgomery County Police,Injury Crash,09/14/2023 05:18:00 PM,County,SHADY GROVE RD,DARNESTOWN RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,660C981A-BEA9-4A5A-AB3B-9B63759B68E9,Yes,POSSIBLE INJURY,N/A,UNKNOWN,MD,472FD044-8F25-4D20-B182-703956EA8F53,DISABLING,TWO OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,East,40,No,No,2008,MERCEDES,GL450,39.09315483,-77.19652217,(39.09315483 -77.19652217)
MCP3279002T,230064771,Montgomery County Police,Injury Crash,11/06/2023 06:30:00 PM,County,AMHERST AVE,ELKIN ST,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,N/A,STOP SIGN,NONE DETECTED,NONE DETECTED,DADB9E9A-E9DE-4909-AD5D-F0E9A6F50003,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,155FCC3E-3EEC-4C14-B885-EC00B329E5E4,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,30,No,No,2011,CHEVROLET,SILVERADO,39.04494978,-77.04798769,(39.04494978 -77.04798769)
MCP33530020,230070231,Montgomery County Police,Property Damage Crash,12/06/2023 03:15:00 PM,County,RANDOLPH RD,DENLEY RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,125DA1E1-C33D-4E66-853E-7AFE9887949E,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B1670BF7-8A4C-43A3-A9B2-58F004AF6364,FUNCTIONAL,FOUR OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2017,TOYOTA,CAMRY,39.05945333,-77.06213417,(39.05945333 -77.06213417)
MCP2978000Q,15049232,MONTGOMERY,Injury Crash,09/28/2015 07:07:00 PM,Maryland (State),DARNESTOWN RD,BEALLSVILLE RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,,E0B80169-F6B6-4BB1-97E3-96DF86C6F039,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,B8E00C4D-9947-465C-BB9E-FF417E13AFE8,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2010,TOYOTA,4S,39.179196,-77.412959,(39.179196 -77.412959)
